test_id,rate_hz,seq,station_id,sent_at,elapsed_s,generation_delta_time,payload_bytes,raw_hex,tx_ok,tx_ack,tx_latency_ms,serial_error
2732,10,1,2864709633,2026-07-14T15:30:13.278446+00:00,0.000376,19614,41,0202aac000014c9e005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18547 rx_latency=1ms tx_dur=1ms,23.102,
2732,10,2,2864709634,2026-07-14T15:30:19.298477+00:00,6.020315,25634,41,0202aac000026422005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18548 rx_latency=1ms tx_dur=1ms,21.926,
2732,10,3,2864709635,2026-07-14T15:30:19.320758+00:00,6.042579,25656,41,0202aac000036438005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18549 rx_latency=1ms tx_dur=1ms,22.310,
2732,10,4,2864709636,2026-07-14T15:30:19.343345+00:00,6.065165,25679,41,0202aac00004644f005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18550 rx_latency=1ms tx_dur=1ms,21.040,
2732,10,5,2864709637,2026-07-14T15:30:19.364657+00:00,6.086476,25700,41,0202aac000056464005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18551 rx_latency=1ms tx_dur=1ms,21.387,
2732,10,6,2864709638,2026-07-14T15:30:19.386304+00:00,6.108123,25722,41,0202aac00006647a005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18552 rx_latency=1ms tx_dur=1ms,22.167,
2732,10,7,2864709639,2026-07-14T15:30:19.408725+00:00,6.130542,25744,41,0202aac000076490005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18553 rx_latency=1ms tx_dur=1ms,22.324,
2732,10,8,2864709640,2026-07-14T15:30:19.431295+00:00,6.153112,25767,41,0202aac0000864a7005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18554 rx_latency=1ms tx_dur=1ms,21.122,
2732,10,9,2864709641,2026-07-14T15:30:19.452668+00:00,6.174486,25788,41,0202aac0000964bc005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18555 rx_latency=1ms tx_dur=1ms,21.383,
2732,10,10,2864709642,2026-07-14T15:30:19.474301+00:00,6.196118,25810,41,0202aac0000a64d2005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18556 rx_latency=1ms tx_dur=1ms,22.188,
2732,10,11,2864709643,2026-07-14T15:30:19.496738+00:00,6.218555,25832,41,0202aac0000b64e8005a5811460e29efbf1ffffffc2246cd1e00000fc0007ebfe9ed0737feebfff600,1,TX 41 seq=18557 rx_latency=1ms tx_dur=1ms,22.317,
